file,label,geometry_type,method,status,error,pc_to_mesh_mean,pc_to_mesh_rmse,pc_to_mesh_p95,mesh_to_pc_mean,chamfer_mean,mesh_components,largest_mesh_component_ratio,mean_adjacent_face_angle,smoothness_score,n_vertices,n_triangles,bad_triangle_ratio,mean_aspect_ratio,artifact_score,rmse_normalized,accuracy_score,connectivity_score,global_quality_score
valve_0001_lidar_classes.ply,3,complex,ball_pivoting,ok,,0.004201730954648607,0.004815831249385136,0.008780980726237985,0.006239025009981475,0.010440755964630082,1,1.0,0.0708627372446501,0.9338264982242436,284,505,0.0,1.6127763279324834,1.0,0.012736022177587772,0.9874241442007733,1.0,0.9803126606062542
valve_0001_lidar_classes.ply,3,complex,poisson,ok,,0.004345969585344386,0.004920187133984012,0.008730346182938057,0.007778145450934261,0.012124115036278646,1,1.0,0.05075577463556766,0.9516959355724968,1341,2460,0.046747967479674794,3.260471027149075,0.9532520325203252,0.013012003372066453,0.9871551340667705,1.0,0.9730257755398981
valve_0001_lidar_classes.ply,4,complex,alpha_shape,ok,,0.005096974542797671,0.008816543864059296,0.02382892705651916,0.008226165742183551,0.013323140284981223,9,0.23404255319148937,1.757016902865803,0.3627108702019716,36,47,0.0,2.1141520737560446,1.0,0.05839269455924581,0.9448288949277349,0.1111111111111111,0.6046627190602044
valve_0001_lidar_classes.ply,4,complex,ball_pivoting,ok,,0.004644754544624079,0.009153927677751111,0.022802445151772984,0.013081867459701883,0.01772662200432596,2,0.9692307692307692,0.31561327005667433,0.7601017888462935,44,65,0.0,1.90441860336906,1.0,0.06062721528368182,0.9428383371555613,0.5,0.8007350315004638
valve_0001_lidar_classes.ply,4,complex,poisson,ok,,0.0022508265624350456,0.004115358107441084,0.007577133893968124,0.008584592966553447,0.010835419528988493,16,0.946908836884387,0.18532362122198934,0.8436514569490035,1558,2863,0.03737338456164862,4.70452954488879,0.9626266154383514,0.027256354947581638,0.9734668422187833,0.0625,0.7105612286515346
valve_0001_lidar_classes.ply,5,complex,alpha_shape,ok,,0.00304556335071524,0.0035270846747691973,0.006108921406181401,0.011752408889945453,0.014797972240660692,1,1.0,0.6543126341668272,0.6044806642630985,61,118,0.0,2.1139212526753917,1.0,0.01859420633178806,0.9817452266896839,1.0,0.8965564727381956
valve_0001_lidar_classes.ply,5,complex,ball_pivoting,ok,,0.004645152357740774,0.007454087901753598,0.01631647507874256,0.008792531035231314,0.013437683392972088,2,0.7014925373134329,0.562027966003229,0.6401934035526307,64,67,0.0,1.7992751820407522,1.0,0.039296717045660755,0.9621891261646943,0.5,0.7755956324293313
valve_0001_lidar_classes.ply,5,complex,poisson,ok,,0.0033970507514709545,0.005529240541092139,0.012425050562342752,0.009753527252520964,0.013150578003991917,31,0.9069069069069069,0.2828961428998264,0.7794863251670746,1493,2664,0.07169669669669669,5.915040293738203,0.9283033033033034,0.029149240508631234,0.9716763717434946,0.03225806451612903,0.6779310161825004
valve_0001_lidar_classes.ply,6,complex,alpha_shape,ok,,0.007081536940589767,0.008963462710171705,0.019288426793942076,0.007441348711564136,0.014522885652153903,4,0.9883720930232558,0.627297784099383,0.6145156773217406,438,860,0.010465116279069767,2.0523763440666882,0.9895348837209302,0.013124023741895334,0.9870459850577595,0.25,0.7102741365251076
valve_0001_lidar_classes.ply,6,complex,ball_pivoting,ok,,0.005943447094655862,0.007361562907124874,0.012810026153271162,0.006487574506096959,0.012431021600752821,1,1.0,0.17728796382541498,0.8494098561499387,486,856,0.009345794392523364,1.896526954153318,0.9906542056074766,0.010778571796915765,0.9893363669376626,1.0,0.9573501071737694
valve_0001_lidar_classes.ply,6,complex,poisson,ok,,0.00896094600023575,0.010283000599017194,0.018733394454356816,0.04419954401897613,0.05316049001921187,1,1.0,0.13005914521350737,0.8849094352588646,2050,3957,0.060399292393227194,4.944685114664178,0.9396007076067728,0.015056050140787655,0.9851672721533954,1.0,0.9524193537547582
valve_0001_lidar_classes.ply,7,complex,alpha_shape,ok,,0.006197099791670701,0.006992658226235883,0.012079323086256394,0.0070307441759672375,0.013227843967637938,7,0.9821664464993395,0.3604414603073496,0.7350555162984235,761,1514,0.004623513870541612,1.8549883544359689,0.9953764861294584,0.01240528005333247,0.9877467252514931,0.14285714285714285,0.7152589676341294
valve_0001_lidar_classes.ply,7,complex,ball_pivoting,ok,,0.0059396250724215805,0.007051600806266088,0.011621940167467327,0.005750796386395781,0.011690421458817362,5,0.9409620991253644,0.1848738899772574,0.8439716736598813,788,1372,0.0036443148688046646,1.7313177809881524,0.9963556851311953,0.012509846755820123,0.9876447159542171,0.2,0.7569930186863234
valve_0001_lidar_classes.ply,7,complex,poisson,ok,,0.008582377479535505,0.012265724677748136,0.03546473152640547,0.008622063991283941,0.017204441470819447,2,0.9775877322323798,0.16057028979838106,0.86164535555509,1762,3391,0.03715718077263344,6.686917924506674,0.9628428192273666,0.021759929451956598,0.9787034812926868,0.5,0.8257979140187859
